apprenant_id,age,sexe,profil_candidat,formation,mode_formation,score_tp,score_theorique,taux_presence,date_inscription,reussite,mois
1183,38.0,Homme,Etudiant,SolidWorks,1 fois par semaine,78.3692037206975,65.74991324152944,66.12733012864089,2024-03-25,0,3
1184,38.0,Homme,Etudiant,SolidWorks,1 fois par semaine,83.00004137701164,83.10734896982095,75.84364170710995,2024-11-27,1,11
1185,23.0,Femme,Employé,SolidWorks,Weekend,78.5045472850934,65.28413831205377,72.06025412079461,2024-09-21,0,9
1186,32.543160127253444,Homme,Employé,SCADA,Continue,69.57662848121576,70.2859145605469,78.77988550450354,2024-02-10,0,2
1187,30.0,Homme,Etudiant,TIA Portal,1 fois par semaine,59.60785977395,71.67473149895373,84.2266681500686,2024-09-03,0,9
1188,24.0,Homme,Employé,SolidWorks,1 fois par semaine,76.13153069810237,62.421977589490616,97.51417134057746,2024-09-12,0,9
1189,39.0,Homme,Etudiant,TIA Portal,Weekend,79.78804542521182,69.78033119537494,87.74820747649326,2024-12-03,0,12
1190,30.0,Homme,Employé,TIA Portal,Continue,57.42447611052194,82.6139325103769,52.85298015247199,2024-06-14,0,6
1191,29.0,Homme,Employé,SCADA,Weekend,79.03898523872505,73.59029459090061,82.22379930430732,2024-06-10,0,6
1192,27.0,Femme,Etudiant,EPLAN,Weekend,75.87739333487335,77.11848827154931,95.1576969095469,2024-06-16,0,6
1193,25.0,Femme,Employé,TIA Portal,1 fois par semaine,71.3531603707378,73.99864360758573,78.57537878932963,2024-10-16,0,10
1194,25.0,Homme,Etudiant,SCADA,Continue,79.397621414314,89.76548999963373,95.5558495624288,2024-03-11,1,3
1195,27.0,Homme,Etudiant,TIA Portal,Weekend,72.24623814059139,57.37119838428662,68.95345519858827,2024-12-01,0,12
1196,42.0,Homme,Pris en charge,EPLAN,1 fois par semaine,71.60532549873855,100.0,71.22493404560171,2024-09-19,1,9
1197,34.0,Homme,Etudiant,SCADA,Weekend,62.28710130397418,81.95610245181095,78.30984298824521,2024-12-10,0,12
1198,33.0,Homme,Etudiant,TIA Portal,1 fois par semaine,79.04724808533261,84.1376709446281,78.53803485487335,2024-12-11,1,12
1199,30.0,Homme,Etudiant,TIA Portal,Continue,61.93920782252244,85.71945356540482,88.36711608797691,2024-08-06,0,8
1200,31.0,Homme,Etudiant,Industrie 4.0,Weekend,68.15900546460236,82.43612383562163,80.01939234317527,2024-05-23,0,5
1201,32.0,Homme,Etudiant,TIA Portal,Continue,79.55790675372498,54.51868415085799,78.91042809127129,2024-11-10,0,11
1202,27.0,Femme,Etudiant,TIA Portal,Continue,73.32514985632521,56.40391992872911,100.0,2024-04-09,0,4
1203,37.0,Homme,Employé,SCADA,1 fois par semaine,74.81199054878482,78.39051577421532,72.22407926113465,2024-02-01,0,2
1204,44.0,Homme,Etudiant,Industrie 4.0,Weekend,80.92857310833895,76.9309560606822,92.88662284718774,2024-07-19,0,7
1205,20.0,Homme,Employé,SolidWorks,Weekend,82.51336652924613,80.62962370812556,84.15608524665369,2024-12-14,1,12
1206,34.0,Homme,Etudiant,TIA Portal,1 fois par semaine,83.53938798157975,70.55974460404148,76.33454307252737,2024-12-08,0,12
1207,27.0,Homme,Etudiant,SCADA,1 fois par semaine,72.58691805555198,54.192556436171,82.5881784910625,2024-08-10,0,8
1208,30.0,Homme,Etudiant,Industrie 4.0,Continue,69.68164157908394,68.67846784742503,71.82466589451589,2024-01-22,0,1
1209,31.0,Homme,Pris en charge,TIA Portal,Weekend,62.86155805827462,78.89636553755335,80.86238733768191,2024-11-09,0,11
1210,31.0,Homme,Employé,Industrie 4.0,Weekend,60.4641367672977,66.96194381889333,79.9602959708679,2024-11-12,0,11
1211,23.0,Homme,Employé,TIA Portal,1 fois par semaine,86.47380568913965,69.94292039726994,84.76326286312025,2024-08-20,0,8
1212,35.0,Homme,Etudiant,SolidWorks,1 fois par semaine,68.77791230174799,70.36063744075634,78.83254244932142,2024-08-23,0,8
1213,23.0,Homme,Pris en charge,SCADA,1 fois par semaine,83.93914109798396,63.735911824143095,96.6617017223102,2024-12-25,0,12
1214,-1.0,Femme,Etudiant,SCADA,Weekend,60.28125019571655,60.23309035145549,71.17679575359084,2024-09-03,0,9
1215,43.0,Homme,Etudiant,TIA Portal,Weekend,73.17348850764559,95.3005056859844,73.1134919111115,2024-09-18,1,9
1216,24.0,Femme,Employé,TIA Portal,Continue,87.67703080702637,88.70320052840148,82.39228426906027,2024-12-25,1,12
1217,150.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,77.66078319505858,82.8417080402482,71.94393561852698,2024-09-26,1,9
1218,29.0,Femme,Pris en charge,SCADA,Continue,77.92504711524796,74.98037313844382,86.7296695221445,2024-01-01,0,1
1219,36.0,Homme,Etudiant,TIA Portal,Weekend,69.13702237991315,57.9435927292203,93.14370449606888,2024-04-24,0,4
1220,28.0,Homme,Pris en charge,TIA Portal,Continue,65.97301597652434,80.64762604874184,74.80405613164613,2024-08-17,0,8
1221,41.0,Homme,Employé,TIA Portal,Continue,74.55036848175133,83.38371491650713,80.88121484336901,2024-01-13,0,1
1222,38.0,Homme,Employé,Industrie 4.0,Continue,63.743271462998905,65.86629835803097,86.54702138042866,2024-07-14,0,7
1223,33.0,Homme,Etudiant,TIA Portal,1 fois par semaine,73.9254212772982,57.18759206641743,88.83322713454177,2024-09-01,0,9
1224,27.0,Homme,Etudiant,Industrie 4.0,Weekend,84.81236518814049,75.12303851595895,100.0,2024-05-04,0,5
1225,28.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,62.3294877098586,82.81497636480557,66.42425130243043,2024-06-17,0,6
1226,41.0,Homme,Etudiant,Industrie 4.0,Continue,81.42178716311886,62.31952628264497,94.9417918486294,2024-08-25,0,8
1227,30.0,Homme,Employé,TIA Portal,1 fois par semaine,84.95909755304544,76.34451560742846,73.57507463745823,2024-11-26,1,11
1228,42.0,Homme,Pris en charge,SCADA,Weekend,72.3976613037245,59.11072051984646,73.99837968206343,2024-08-09,0,8
1229,20.0,Homme,Etudiant,TIA Portal,Weekend,75.33363343913659,56.359847285008414,81.42994626390622,2024-12-01,0,12
1230,33.0,Homme,Employé,TIA Portal,Continue,70.20516063979338,72.45840104127858,80.62110072432047,2024-06-10,0,6
1231,24.0,Homme,Employé,Industrie 4.0,Continue,71.89957975742048,60.22734733918696,92.5083664012338,2024-12-25,0,12
1232,40.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,83.18120249608393,75.16103119536322,65.29482032790847,2024-12-22,0,12
1233,33.0,Homme,Etudiant,Industrie 4.0,Weekend,82.24997116936616,50.61479733713976,50.23955769048708,2024-09-10,0,9
1234,23.0,Homme,Etudiant,SolidWorks,Weekend,78.93434716256546,59.71559702217605,99.33825688521183,2024-04-23,0,4
1235,41.0,Femme,Etudiant,EPLAN,1 fois par semaine,81.07919933146641,82.34926392246852,65.59985554929192,2024-12-02,1,12
1236,42.0,Homme,Employé,TIA Portal,Weekend,77.00028116167981,78.31018370092366,90.05055133980986,2024-03-06,0,3
1237,44.0,Homme,Etudiant,SolidWorks,Continue,62.73129882201974,75.02848758473344,93.94748285605893,2024-07-09,0,7
1238,20.0,Homme,Pris en charge,Industrie 4.0,Continue,85.6399744657785,64.65421999023685,91.34623556467194,2024-01-03,0,1
1239,41.0,Homme,Etudiant,TIA Portal,1 fois par semaine,66.06507749091921,70.1645172076155,85.11430793700485,2024-11-11,0,11
1240,42.0,Homme,Employé,EPLAN,1 fois par semaine,73.99859689478001,67.30287140838536,87.45824587122996,2024-11-17,0,11
1241,38.0,Homme,Employé,SolidWorks,1 fois par semaine,83.53250684580365,98.0052956875315,74.77399938750999,2024-10-07,1,10
1242,27.0,Homme,Etudiant,EPLAN,Continue,60.98766373706984,73.79722494200573,60.85651660708663,2024-07-05,0,7
1243,34.0,Homme,Etudiant,TIA Portal,1 fois par semaine,81.24536339570716,60.80069053036018,76.52442585486727,2024-11-18,0,11
1244,40.0,Homme,Employé,TIA Portal,Weekend,63.07885554226255,69.0290341464326,74.56377071491035,2024-02-04,0,2
1245,34.0,Homme,Pris en charge,Industrie 4.0,1 fois par semaine,80.94741440145962,49.83357969557044,70.55417289225075,2024-05-01,0,5
1246,28.0,Homme,Etudiant,SCADA,Weekend,87.02667960625098,47.15466185590182,80.49555105181958,2024-08-11,0,8
1247,40.0,Homme,Etudiant,TIA Portal,Continue,67.62471634863836,87.55256803021132,60.50624486463316,2024-01-07,0,1
1248,28.0,Homme,Etudiant,EPLAN,Weekend,66.32402341299864,73.28426225036387,92.54439664488508,2024-09-19,0,9
1249,29.0,Homme,Etudiant,Industrie 4.0,Weekend,75.76036610654101,64.58094143741538,79.30384267976339,2024-09-26,0,9
1250,39.0,Femme,Employé,Industrie 4.0,Weekend,66.00993141455764,69.68174624507243,75.05926168477754,2024-09-25,0,9
1251,44.0,Homme,Pris en charge,SCADA,Continue,53.22768951316765,68.74998749885239,76.90474928657815,2024-09-19,0,9
1252,40.0,Homme,Etudiant,SCADA,Weekend,74.7469448489365,70.81108128087281,78.43558746215699,2024-09-14,0,9
1253,28.0,Homme,Pris en charge,TIA Portal,Weekend,78.35118680827598,83.77297236095576,69.63694671766257,2024-12-17,1,12
1254,22.0,Homme,Etudiant,EPLAN,1 fois par semaine,71.71532417716675,76.42524713745058,69.60044475463097,2024-08-02,0,8
1255,39.0,Homme,Employé,Industrie 4.0,1 fois par semaine,76.13086019002245,65.08498979230862,66.92345769647537,2024-11-05,0,11
1256,32.543160127253444,,,TIA Portal,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-10-05,0,10
1257,30.0,Homme,Etudiant,EPLAN,Weekend,71.4213121924674,57.97226478634024,71.43927340523265,2024-08-20,0,8
1258,25.0,Homme,Etudiant,EPLAN,Weekend,72.73369524123682,79.1014737124342,78.52660477387495,2024-08-09,0,8
1259,21.0,Homme,Etudiant,SolidWorks,Continue,74.80263196311637,88.7451714987019,91.01064803569132,2024-09-11,1,9
1260,26.0,Femme,Employé,EPLAN,Weekend,71.86029105184323,59.46464467623064,64.23648437935056,2024-06-03,0,6
1261,37.0,Homme,Employé,SCADA,Weekend,71.86287335547196,57.65065568108088,89.15391472130527,2024-12-02,0,12
1262,21.0,Homme,Etudiant,EPLAN,Continue,92.08608816272304,64.81140666546143,63.915501675500266,2024-09-11,0,9
1263,36.0,Homme,Pris en charge,TIA Portal,Weekend,76.25733030788102,91.41287431745376,80.96445150838527,2024-08-05,1,8
1264,30.0,Homme,Etudiant,SolidWorks,Continue,72.03190195716081,71.7724241647971,64.82932190601402,2024-03-10,0,3
1265,31.0,Homme,Employé,SCADA,Continue,88.84301005453617,60.85285382114934,67.3540362405565,2024-11-06,0,11
1266,38.0,Homme,Etudiant,TIA Portal,1 fois par semaine,85.85393497398451,65.66641599644012,83.16295883529054,2024-10-20,0,10
1267,41.0,Homme,Etudiant,Industrie 4.0,Weekend,81.2427017765572,63.661774447592265,83.0484526408794,2024-02-26,0,2
1268,43.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,68.90298809678309,78.44959950555885,87.4897181259059,2024-04-26,0,4
1269,44.0,Homme,Employé,SCADA,Weekend,100.0,93.44178082850976,70.68417974996225,2024-05-19,1,5
1270,26.0,Homme,Employé,TIA Portal,1 fois par semaine,59.34234149878816,71.56998223503878,89.96675003771725,2024-12-11,0,12
1271,39.0,Homme,Etudiant,SolidWorks,Continue,57.18802421775534,83.12506074504438,95.63320198262991,2024-09-10,0,9
1272,25.0,Femme,Etudiant,TIA Portal,Continue,78.82902284124852,53.84718085442668,82.33146747445741,2024-11-23,0,11
1273,40.0,Homme,Etudiant,Industrie 4.0,Continue,71.43087005673405,98.09206692289634,62.13256185427437,2024-10-22,1,10
1274,43.0,Homme,Employé,EPLAN,Continue,50.22919204190302,53.93104784134009,60.70911663319593,2024-04-14,0,4
1275,20.0,Homme,Employé,SCADA,Weekend,73.59214915648816,84.54216201009228,81.53012265744294,2024-09-15,0,9
1276,36.0,Homme,Etudiant,Industrie 4.0,Weekend,75.78876955260873,74.06345698554539,74.27777393746845,2024-12-16,0,12
1277,30.0,Homme,Etudiant,TIA Portal,1 fois par semaine,73.31747738221064,54.9027450773588,70.04359139088365,2024-06-21,0,6
1278,41.0,Homme,Employé,SCADA,Weekend,78.02222990490787,80.01342644402263,78.3287127875291,2024-12-03,0,12
1279,37.0,Homme,Etudiant,EPLAN,Weekend,70.3022014991621,69.6510318251043,76.41966854534303,2024-10-27,0,10
1280,40.0,Homme,Etudiant,EPLAN,1 fois par semaine,73.61366849650028,59.059323566323215,78.39686491493455,2024-09-10,0,9
1281,36.0,Homme,Etudiant,SolidWorks,Continue,88.08130391026289,70.12880667856369,71.19590149017816,2024-01-17,0,1
1282,26.0,Homme,Etudiant,TIA Portal,1 fois par semaine,84.58834533457143,50.20171829258965,99.79507534109116,2024-11-27,0,11
1283,36.0,Homme,Employé,TIA Portal,1 fois par semaine,72.91378761275851,64.21170406528768,69.1265027663441,2024-08-14,0,8
1284,39.0,Homme,Employé,TIA Portal,Continue,80.48228280285886,58.42680078921174,77.30779860613487,2024-09-14,0,9
1285,28.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,83.7362535739926,67.81132282663268,59.58269529431084,2024-10-02,0,10
1286,36.0,Homme,Employé,TIA Portal,1 fois par semaine,65.62443680943035,49.23063045013672,68.43546995208904,2024-10-09,0,10
1287,39.0,Homme,Etudiant,TIA Portal,1 fois par semaine,78.30419630333573,48.50829354229069,66.98568195063586,2024-01-05,0,1
1288,41.0,Homme,Pris en charge,SCADA,Weekend,76.56319634859551,59.810874386882034,74.61928517912783,2024-08-05,0,8
1289,41.0,Homme,Employé,TIA Portal,Continue,81.57631358997222,69.54030328317096,77.5110567698989,2024-09-08,0,9
1290,27.0,Homme,Employé,SCADA,Continue,65.56022028102839,58.32095518494161,75.78163014064143,2024-11-06,0,11
1291,36.0,Homme,Etudiant,EPLAN,1 fois par semaine,74.65810215569455,75.53855258507438,74.52965744756538,2024-08-22,0,8
1292,26.0,Homme,Etudiant,SCADA,Weekend,67.45683042747999,78.42506043341027,82.14253176017809,2024-11-19,0,11
1293,20.0,Femme,Etudiant,SolidWorks,Continue,78.32040392649014,59.87035971332871,82.9096637121547,2024-08-07,0,8
1294,32.0,Homme,Employé,SolidWorks,Continue,66.74789771935968,86.68563372069389,56.18316567994269,2024-11-18,0,11
1295,42.0,Homme,Etudiant,TIA Portal,1 fois par semaine,69.54694620339141,66.36519472390835,90.57637634581984,2024-03-10,0,3
1296,32.543160127253444,,,TIA Portal,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-01-10,0,1
1297,43.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,65.59753750479368,66.88451147187179,60.40769095763709,2024-06-16,0,6
1298,38.0,Homme,Employé,TIA Portal,Continue,58.84209442759584,56.54036489435904,88.98650395758158,2024-12-14,0,12
1299,36.0,Femme,Pris en charge,SCADA,1 fois par semaine,85.39177124726574,84.73709632470336,90.19705171087082,2024-03-04,1,3
1300,32.0,Homme,Etudiant,EPLAN,1 fois par semaine,68.56595627595435,57.50316789212931,60.114556203333336,2024-06-21,0,6
1301,35.0,Homme,Etudiant,EPLAN,1 fois par semaine,61.00226605386855,83.65245120989682,76.87730273894886,2024-11-01,0,11
1302,27.0,Homme,Etudiant,TIA Portal,Weekend,63.91381392821985,71.44750701126233,82.6376234552676,2024-10-24,0,10
1303,38.0,Homme,Employé,EPLAN,1 fois par semaine,74.00247091677713,63.32936393999777,90.69785424463387,2024-01-17,0,1
1304,37.0,Homme,Etudiant,TIA Portal,Continue,90.77081591414888,60.778859276326656,84.9139987590048,2024-07-08,0,7
1305,20.0,Homme,Pris en charge,SolidWorks,1 fois par semaine,73.60297053159071,68.96505618233445,74.36895002888707,2024-03-22,0,3
1306,33.0,Homme,Etudiant,TIA Portal,Continue,80.82870138084576,78.1581809629239,69.17468596069799,2024-06-02,0,6
1307,38.0,Homme,Etudiant,TIA Portal,Weekend,71.15801034392595,69.51892090153287,65.21409327137467,2024-09-05,0,9
1308,34.0,Homme,Pris en charge,Industrie 4.0,Weekend,76.85854971699295,87.75410229571132,70.71766370729604,2024-05-16,1,5
1309,37.0,Homme,Etudiant,EPLAN,1 fois par semaine,72.93306646405881,55.89075153369512,85.37765524494755,2024-11-11,0,11
1310,21.0,Homme,Etudiant,TIA Portal,Continue,80.7008832422075,68.84064071343532,89.20975210921846,2024-11-02,0,11
1311,41.0,Homme,Employé,TIA Portal,1 fois par semaine,63.67424616911003,83.20792160902131,76.22752166457306,2024-11-20,0,11
1312,36.0,Homme,Etudiant,EPLAN,1 fois par semaine,75.75202236660076,55.553211244276405,90.9641558461582,2024-11-02,0,11
1313,37.0,Homme,Etudiant,EPLAN,Continue,76.53697512741229,82.48316638882906,84.07814617285318,2024-05-06,0,5
1314,25.0,Homme,Etudiant,TIA Portal,Continue,78.95912451106858,70.2375520786182,100.0,2024-04-04,0,4
1315,38.0,Homme,Etudiant,SolidWorks,Continue,61.541983955793214,71.32142130833272,61.67511817650748,2024-08-26,0,8
1316,23.0,Homme,Pris en charge,TIA Portal,Continue,70.24047422491152,65.92536236451168,77.81434625533856,2024-09-14,0,9
1317,20.0,Homme,Pris en charge,Industrie 4.0,Continue,81.01006874301012,55.49244109617482,82.12202597294625,2024-12-01,0,12
1318,27.0,Homme,Etudiant,Industrie 4.0,Weekend,77.25828949487801,69.0542892860081,98.47602546882725,2024-07-05,0,7
1319,42.0,Homme,Etudiant,Industrie 4.0,Weekend,92.33828962329416,63.33059434893638,65.45242779678533,2024-05-21,0,5
1320,26.0,Homme,Etudiant,Industrie 4.0,Weekend,69.70641868972211,88.29166900503516,70.33982627785686,2024-05-01,0,5
1321,22.0,Homme,Pris en charge,SCADA,Continue,55.12789112033112,76.1250713751561,80.55038535222924,2024-11-11,0,11
1322,32.543160127253444,,,Industrie 4.0,Continue,74.81199054878482,70.11891311158554,79.76757781357493,2024-06-24,0,6
1323,29.0,Homme,Etudiant,SolidWorks,Continue,48.380198401772674,85.81286975027905,77.51499347723876,2024-09-16,0,9
1324,38.0,Homme,Employé,SolidWorks,1 fois par semaine,82.02149774082197,69.3266536607998,63.64561295491902,2024-09-01,0,9
1325,33.0,Homme,Pris en charge,Industrie 4.0,Weekend,74.96822445527124,78.43456739393389,91.95220488967816,2024-08-12,0,8
1326,21.0,Homme,Etudiant,TIA Portal,Weekend,78.98306074013554,83.97054158265472,96.79159789080896,2024-11-20,1,11
1327,20.0,Homme,Etudiant,SCADA,1 fois par semaine,80.57611623058457,66.73280113541807,97.15306691647166,2024-11-13,0,11
1328,42.0,Homme,Etudiant,SolidWorks,1 fois par semaine,85.3992837744116,75.21929460570402,81.5325805879241,2024-09-07,1,9
1329,42.0,Homme,Etudiant,SCADA,Weekend,49.090157155170665,64.75970796026066,81.75257411422407,2024-11-18,0,11
1330,37.0,Homme,Employé,SCADA,Continue,54.580016952691466,83.75419675771423,79.8778775456397,2024-08-01,0,8
1331,26.0,Homme,Employé,TIA Portal,Weekend,67.44592459539528,69.67307773207648,88.61026337846761,2024-11-06,0,11
1332,27.0,Homme,Employé,SCADA,Continue,71.96102114069971,86.44743874938155,92.6136935441835,2024-11-03,0,11
1333,20.0,Homme,Etudiant,TIA Portal,Weekend,76.99569126604511,72.38628574939148,87.13322632233664,2024-08-08,0,8
1334,44.0,Homme,Etudiant,EPLAN,Weekend,76.24807116612092,100.0,82.42581804179386,2024-10-14,1,10
1335,42.0,Homme,Etudiant,SCADA,1 fois par semaine,76.75627712682267,61.51416266537832,87.05422209756338,2024-11-23,0,11
1336,32.543160127253444,,,TIA Portal,1 fois par semaine,74.81199054878482,70.11891311158554,79.76757781357493,2024-09-07,0,9
1337,43.0,Homme,Employé,Industrie 4.0,Continue,67.0519293658287,69.48216524683461,66.58629485333735,2024-08-06,0,8
1338,42.0,Homme,Etudiant,SolidWorks,Continue,71.7757931309705,67.29865810349578,74.08468040891165,2024-08-21,0,8
1339,32.543160127253444,,,TIA Portal,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-11-26,0,11
1340,41.0,Homme,Etudiant,Industrie 4.0,1 fois par semaine,69.99558597544961,70.87338305532349,71.29616319047604,2024-05-01,0,5
1341,44.0,Homme,Etudiant,SCADA,Continue,77.54342126937932,58.3087363744801,70.60267732722573,2024-06-27,0,6
1342,34.0,Homme,Etudiant,SolidWorks,Continue,63.58772322437069,66.28375096074437,86.18169143041533,2024-12-08,0,12
1343,24.0,Homme,Pris en charge,TIA Portal,Continue,70.17413992408225,58.78047486777679,86.8049366420397,2024-09-04,0,9
1344,22.0,Homme,Etudiant,SCADA,Weekend,80.0297604921802,60.3860838722363,82.95680583388135,2024-05-12,0,5
1345,38.0,Homme,Employé,EPLAN,Continue,77.04458889617405,57.127911730237145,75.02264951478476,2024-11-18,0,11
1346,20.0,Homme,Etudiant,EPLAN,Continue,71.26627360705452,57.251718404007065,76.62355932474567,2024-08-09,0,8
1347,34.0,Homme,Etudiant,SCADA,1 fois par semaine,71.49324400361132,50.90595872843203,87.0004308182632,2024-11-02,0,11
1348,27.0,Homme,Pris en charge,EPLAN,1 fois par semaine,70.23919496227072,74.51455772589738,70.98344794760803,2024-08-19,0,8
1349,21.0,Homme,Etudiant,SCADA,1 fois par semaine,71.64960190618096,70.21716834941972,65.45102820633669,2024-03-01,0,3
1350,22.0,Homme,Employé,Industrie 4.0,Weekend,69.96197355528602,78.49350514655872,85.0719582587289,2024-10-25,0,10
1351,43.0,Homme,Etudiant,SCADA,1 fois par semaine,71.35594300274066,65.29729103804358,78.80600127339818,2024-11-03,0,11
1352,33.0,Homme,Employé,TIA Portal,1 fois par semaine,77.95700825628589,62.08296492373881,93.0721607770149,2024-09-01,0,9
1353,43.0,Homme,Employé,Industrie 4.0,1 fois par semaine,77.74849238498274,68.94560718464751,69.34737651174768,2024-05-08,0,5
1354,33.0,Homme,Pris en charge,Industrie 4.0,1 fois par semaine,61.87070755498934,78.42039800773937,90.74686147069372,2024-04-13,0,4
1355,30.0,Homme,Pris en charge,SolidWorks,Continue,92.91763350012658,73.59807848985572,74.16211828692306,2024-12-04,1,12
1356,150.0,Homme,Employé,SolidWorks,Weekend,69.56841886146113,70.15528681204472,87.82089865014596,2024-12-08,0,12
1357,23.0,Homme,Etudiant,SCADA,Continue,79.6887970336688,77.97259671348195,67.11606327670553,2024-11-23,0,11
1358,39.0,Homme,Employé,TIA Portal,Continue,64.28342266364224,70.06059585966433,63.9485890091694,2024-09-21,0,9
1359,24.0,Homme,Employé,TIA Portal,Weekend,89.62675752179382,62.901682641712696,83.50915130781001,2024-03-11,0,3
1360,41.0,Homme,Etudiant,TIA Portal,Continue,80.38192096297925,80.8904824959176,77.24819234374881,2024-06-22,1,6
1361,40.0,Homme,Etudiant,SCADA,1 fois par semaine,78.82472446125769,55.01966244439412,81.59339839992245,2024-11-22,0,11
1362,33.0,Femme,Pris en charge,TIA Portal,Weekend,73.21111307871594,52.95577257935277,70.24430579457363,2024-10-07,0,10
1363,42.0,Homme,Etudiant,Industrie 4.0,Continue,56.5994077418826,69.70069355891285,83.2807900297865,2024-08-11,0,8
1364,35.0,Homme,Etudiant,Industrie 4.0,Continue,91.62821733932742,71.0300005805098,92.7391842616951,2024-03-18,1,3
1365,37.0,Homme,Pris en charge,SolidWorks,1 fois par semaine,83.5369059831189,72.79627500862352,90.96665119448568,2024-02-27,0,2
1366,26.0,Homme,Etudiant,EPLAN,Continue,71.78520883424662,66.0686356094138,73.25277550491965,2024-08-08,0,8
1367,29.0,Femme,Etudiant,SCADA,Continue,79.78587326802003,86.23702360828179,67.43723011683184,2024-03-05,1,3
1368,26.0,Homme,Employé,TIA Portal,Continue,61.89385315052044,52.017471356830754,79.96933332859416,2024-07-01,0,7
1369,20.0,Homme,Etudiant,Industrie 4.0,Weekend,55.93452637861985,71.61981225424408,88.47482319812508,2024-12-07,0,12
1370,42.0,Homme,Employé,TIA Portal,Weekend,75.16446930181635,79.10375399186576,63.11883366793942,2024-02-17,0,2
1371,32.543160127253444,,,TIA Portal,Continue,74.81199054878482,70.11891311158554,79.76757781357493,2024-11-16,0,11
1372,38.0,Homme,Etudiant,TIA Portal,Continue,70.17392936454809,86.01193272793053,100.0,2024-03-27,0,3
1373,35.0,Homme,Etudiant,TIA Portal,1 fois par semaine,74.47303460326508,56.84575748465478,86.39645178681526,2024-08-18,0,8
1374,38.0,Homme,Pris en charge,TIA Portal,Weekend,63.12722494057123,74.345658650735,64.44491109643789,2024-12-03,0,12
1375,23.0,Homme,Etudiant,TIA Portal,Weekend,74.19809729649963,67.43146109106175,68.672576609523,2024-03-03,0,3
1376,32.543160127253444,,,TIA Portal,Weekend,74.81199054878482,70.11891311158554,79.76757781357493,2024-08-05,0,8
1377,21.0,Homme,Etudiant,SCADA,Continue,85.12472341477222,83.60715999028679,78.54978280225689,2024-12-24,1,12
1378,20.0,Homme,Etudiant,EPLAN,1 fois par semaine,73.99662396215832,92.79915422180198,83.49011613806215,2024-06-27,1,6
1379,34.0,Homme,Etudiant,EPLAN,1 fois par semaine,80.27558530546854,73.13092954997197,87.2045392722246,2024-08-12,0,8
1380,24.0,Homme,Etudiant,TIA Portal,Continue,57.274268293676975,46.17126744462135,77.01524907730939,2024-09-16,0,9
1381,39.0,Homme,Employé,Industrie 4.0,Continue,80.89757632534115,49.97925288741008,82.56028376773695,2024-01-22,0,1
1382,30.0,Homme,Etudiant,EPLAN,1 fois par semaine,89.97223691171376,69.44200368021428,69.1860186651906,2024-09-16,0,9
1383,29.0,Femme,Employé,TIA Portal,1 fois par semaine,76.17610788038276,81.97077462849093,72.94008786566818,2024-08-19,0,8
1384,21.0,Homme,Employé,SolidWorks,Weekend,80.22141108775901,60.574774201130005,88.84960796420116,2024-08-20,0,8
1385,22.0,Homme,Etudiant,SCADA,Continue,72.61915435922309,67.70589578076908,84.52142806300974,2024-07-23,0,7
1386,42.0,Homme,Etudiant,EPLAN,Weekend,78.7528762262489,89.41490202264643,85.76949251099565,2024-08-03,1,8
1387,42.0,Homme,Employé,EPLAN,1 fois par semaine,91.01182512623714,65.24223927371145,69.6069448153173,2024-09-16,0,9
1388,31.0,Homme,Employé,SCADA,Weekend,97.46257846904916,91.03419674899,79.62095179870134,2024-01-02,1,1
1389,39.0,Homme,Etudiant,SCADA,1 fois par semaine,78.17180562049852,64.83668369805149,80.853442905101,2024-03-07,0,3
1390,24.0,Homme,Pris en charge,TIA Portal,1 fois par semaine,64.80318821838887,80.85124277947722,83.2295652934612,2024-09-04,0,9
1391,24.0,Homme,Etudiant,TIA Portal,Weekend,81.23306954825446,70.92224238632575,90.17262393759,2024-08-23,0,8
1392,25.0,Homme,Etudiant,Industrie 4.0,Continue,62.62357220779332,79.31961288710897,80.45125391870394,2024-11-07,0,11
1393,28.0,Homme,Etudiant,TIA Portal,Weekend,68.7558152398435,94.10369249080055,95.90332877136586,2024-12-11,1,12
1394,21.0,Homme,Pris en charge,TIA Portal,Weekend,69.89813502083993,75.03604761803446,60.347713665624966,2024-11-01,0,11
1395,40.0,Femme,Employé,TIA Portal,Continue,95.4117486603794,85.13288317346186,76.91714119929783,2024-08-07,1,8
1396,31.0,Homme,Employé,EPLAN,Continue,89.28709157382663,59.26442293647936,90.32382670530824,2024-09-18,0,9
1397,22.0,Homme,Etudiant,TIA Portal,Weekend,87.21626546548829,58.822866440451,72.53590945868567,2024-09-16,0,9
1398,39.0,Homme,Etudiant,TIA Portal,1 fois par semaine,83.207720168702,50.41079746607042,88.33731176983807,2024-01-09,0,1
1399,41.0,Homme,Etudiant,Industrie 4.0,Weekend,65.91590486525043,57.33223832297635,80.97880949050781,2024-01-27,0,1
